Classifier,Featurelist,CV_Score,PublicAMS,PrivateAMS,time_train,time_pred,Settings,None,None,None,None,None,None,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.34934549843249,2.33110112469288,10.5565409660339,1.73915600776672,threshold=0.14,steps_=88,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.34934549843249,2.33110112469288,10.6506059169769,1.69813895225524,threshold=0.14,steps_=89,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.38143675793154,2.36812862683551,10.8096091747283,1.73211789131164,threshold=0.14,steps_=90,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.38143675793154,2.36812862683551,10.9206299781799,1.73414301872253,threshold=0.14,steps_=91,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.38143675793154,2.36812862683551,11.0065710544586,1.73514080047607,threshold=0.14,steps_=92,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.38143675793154,2.36812862683551,11.1495850086212,1.74610280990600,threshold=0.14,steps_=93,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.38143675793154,2.36812862683551,11.3256528377532,1.74014401435852,threshold=0.14,steps_=94,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.38446596268478,2.37193556003200,11.4506609439849,1.76114487648010,threshold=0.14,steps_=95,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.38446596268478,2.37193556003200,11.4616189002990,1.75010299682617,threshold=0.14,steps_=96,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.38446596268478,2.37193556003200,11.5916399955749,1.75014901161193,threshold=0.14,steps_=97,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.38446596268478,2.37193556003200,11.7096731662750,1.74214100837707,threshold=0.14,steps_=98,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.38446596268478,2.37193556003200,11.9096469879150,1.75214314460754,threshold=0.14,steps_=99,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.38446596268478,2.37193556003200,11.9776651859283,1.73913979530334,threshold=0.14,steps_=100,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.38446596268478,2.37193556003200,12.0826570987701,1.74113988876342,threshold=0.14,steps_=101,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.39141026823300,2.38709094228236,12.2016530036926,1.76909995079040,threshold=0.14,steps_=102,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.39141026823300,2.38709094228236,12.4547178745269,1.76614093780517,threshold=0.14,steps_=103,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.42793377409814,2.42060329455867,12.3987150192260,1.77914309501647,threshold=0.14,steps_=104,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.42793377409814,2.42060329455867,12.7126929759979,1.76514410972595,threshold=0.14,steps_=105,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.42793377409814,2.42060329455867,12.6496870517730,1.77714514732360,threshold=0.14,steps_=106,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.48150122124335,2.47504812405903,12.7716970443725,1.78314495086669,threshold=0.14,steps_=107,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.48095145636158,2.47567156771861,12.9137170314788,1.78410196304321,threshold=0.14,steps_=108,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.48095145636158,2.47567156771861,13.1797599792480,1.79310297966003,threshold=0.14,steps_=109,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.48095145636158,2.47567156771861,13.1297559738159,1.80614495277404,threshold=0.14,steps_=110,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.48095145636158,2.47567156771861,13.2737650871276,1.79314589500427,threshold=0.14,steps_=111,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.48095145636158,2.47567156771861,13.3767299652099,1.78014492988586,threshold=0.14,steps_=112,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.52866904570570,2.54335098889255,13.5067789554595,1.79314303398132,threshold=0.14,steps_=113,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.53304334134653,2.56213883132656,13.6577880382537,1.83610582351684,threshold=0.14,steps_=114,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.53304334134653,2.56266585266835,13.8207969665527,1.79910492897033,threshold=0.14,steps_=115,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.53304334134653,2.56266585266835,13.8688001632690,1.82314491271972,threshold=0.14,steps_=116,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.53304334134653,2.56266585266835,14.0188090801239,1.81110405921936,threshold=0.14,steps_=117,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.53304334134653,2.56266585266835,14.0758118629455,1.80314397811889,threshold=0.14,steps_=118,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.53304334134653,2.56266585266835,14.2137579917907,1.82314801216125,threshold=0.14,steps_=119,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.53304334134653,2.56266585266835,14.3438019752502,1.83314704895019,threshold=0.14,steps_=120,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.53304334134653,2.56266585266835,14.4608318805694,1.82514715194702,threshold=0.14,steps_=121,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.53402894755639,2.56294186503181,14.5787889957427,1.83116412162780,threshold=0.14,steps_=122,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.57324850483528,2.58766814946443,14.8438129425048,1.84310603141784,threshold=0.14,steps_=123,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63091271431535,2.65831120364888,14.8008511066436,1.83814692497253,threshold=0.14,steps_=124,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63091271431535,2.65831120364888,14.9788641929626,1.84919095039367,threshold=0.14,steps_=125,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63091271431535,2.65831120364888,15.0808830261230,1.82414007186889,threshold=0.14,steps_=126,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63575617187227,2.66558141961447,15.2628800868988,1.84110593795776,threshold=0.14,steps_=127,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63575617187227,2.66558141961447,15.6088588237762,2.10512399673461,threshold=0.14,steps_=128,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63575617187227,2.66558141961447,15.6589031219482,1.85414886474609,threshold=0.14,steps_=129,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63575617187227,2.66558141961447,15.5508279800415,1.86115002632141,threshold=0.14,steps_=130,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63575617187227,2.66558141961447,15.8119120597839,1.85114789009094,threshold=0.14,steps_=131,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63575617187227,2.66558141961447,15.8818750381469,1.83914780616760,threshold=0.14,steps_=132,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63575617187227,2.66558141961447,15.8799159526824,1.86111497879028,threshold=0.14,steps_=133,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63575617187227,2.66558141961447,16.0589261054992,1.86115097999572,threshold=0.14,steps_=134,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63914975681416,2.67742646125256,16.1668870449066,1.85910797119140,threshold=0.14,steps_=135,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63914975681416,2.67742646125256,16.3208987712860,1.86314821243286,threshold=0.14,steps_=136,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64115611269435,2.67702612685501,16.4039440155029,1.86915087699890,threshold=0.14,steps_=137,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64115611269435,2.67702612685501,16.5039949417114,1.87406611442565,threshold=0.14,steps_=138,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64115611269435,2.67702612685501,16.7649910449981,1.91412806510925,threshold=0.14,steps_=139,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64115611269435,2.67702612685501,16.8309700489044,1.87216591835021,threshold=0.14,steps_=140,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64115611269435,2.67702612685501,17.0829398632049,1.87715291976928,threshold=0.14,steps_=141,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64115611269435,2.67702612685501,16.9939811229705,1.89710783958435,threshold=0.14,steps_=142,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.63985748468385,2.67903644051860,17.2239489555358,1.88611006736755,threshold=0.14,steps_=143,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64152526508116,2.67940900494453,17.2539520263671,1.89415001869201,threshold=0.14,steps_=144,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64152526508116,2.67940900494453,17.3549351692199,1.88610887527465,threshold=0.14,steps_=145,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64152526508116,2.67940900494453,17.4950079917907,1.88615083694458,threshold=0.14,steps_=146,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64152526508116,2.67940900494453,17.6190161705017,1.89914703369140,threshold=0.14,steps_=147,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.65251107366066,2.67879263571717,17.7370231151580,1.91111183166503,threshold=0.14,steps_=148,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.65251107366066,2.67879263571717,17.8580279350280,1.91414999961853,threshold=0.14,steps_=149,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.65251107366066,2.67879263571717,18.0840430259704,1.93415307998657,threshold=0.14,steps_=150,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.67175363122557,2.69121735781399,18.1270439624786,1.92815494537353,threshold=0.14,steps_=151,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.67175363122557,2.69121735781399,18.2960548400878,1.90615105628967,threshold=0.14,steps_=152,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.67314451574544,2.69320719992172,18.5270020961761,1.95015311241149,threshold=0.14,steps_=153,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.67314451574544,2.69320719992172,18.5000658035278,1.93215513229370,threshold=0.14,steps_=154,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.67382657334979,2.69424461352842,18.6450729370117,1.96515393257141,threshold=0.14,steps_=155,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.67382657334979,2.69424461352842,18.7400569915771,2.00815582275390,threshold=0.14,steps_=156,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.67382657334979,2.69424461352842,19.1551039218902,1.93315005302429,threshold=0.14,steps_=157,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.67382657334979,2.69424461352842,19.0050961971282,1.92915391921997,threshold=0.14,steps_=158,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.66870676877757,2.69321051305352,19.0770988464355,1.96813797950744,threshold=0.14,steps_=159,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.66870676877757,2.69321051305352,19.2091100215911,1.94913506507873,threshold=0.14,steps_=160,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.66870676877757,2.69321051305352,19.4110610485076,1.94915795326232,threshold=0.14,steps_=161,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.65068898708291,2.68587821521639,19.5870711803436,1.95815587043762,threshold=0.14,steps_=162,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64862610139264,2.68594243710962,19.6801328659057,1.97415709495544,threshold=0.14,steps_=163,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64862610139264,2.68594243710962,20.4951570034027,2.01115608215332,threshold=0.14,steps_=164,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64862610139264,2.68594243710962,20.4461779594421,1.98916316032409,threshold=0.14,steps_=165,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64862610139264,2.68594243710962,20.8301870822906,2.04913401603698,threshold=0.14,steps_=166,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.01208223333,2.64862610139264,2.68594243710962,21.4161920547485,1.98815703392028,threshold=0.14,steps_=167,depth_=2,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.08290741807765,2.09704370919226,8.42944288253784,1.69813895225524,threshold=0.14,steps_=50,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.18520945652180,2.19057098936753,9.57354998588562,1.72114300727844,threshold=0.14,steps_=60,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.28555352771197,2.28250235087415,10.9956600666046,1.76511693000793,threshold=0.14,steps_=70,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.41141016128349,2.41588200478486,12.5416939258575,1.81915307044982,threshold=0.14,steps_=80,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.45493420388544,2.47878301079491,14.3037829399108,1.84114694595336,threshold=0.14,steps_=90,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.51681792655797,2.54194404848631,15.8248710632324,1.93415307998657,threshold=0.14,steps_=100,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.69626212634559,2.76301742412632,17.6000418663024,2.03108906745910,threshold=0.14,steps_=110,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.71924479472490,2.78523682314373,19.2330799102783,2.00416016578674,threshold=0.14,steps_=120,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.71700220298551,2.79399597967514,20.9422090053558,2.10614705085754,threshold=0.14,steps_=130,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.08290741807765,2.09704370919226,8.04539489746093,1.67512392997741,threshold=0.14,steps_=50,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.18520945652180,2.19057098936753,9.51254701614379,1.71914196014404,threshold=0.14,steps_=60,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.28555352771197,2.28250235087415,11.0906689167022,1.76511192321777,threshold=0.14,steps_=70,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.41141016128349,2.41588200478486,12.6166870594024,1.79914307594299,threshold=0.14,steps_=80,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.45493420388544,2.47878301079491,14.9938638210296,1.92715406417846,threshold=0.14,steps_=90,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.51681792655797,2.54194404848631,16.0409262180328,1.89314889907836,threshold=0.14,steps_=100,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.69626212634559,2.76301742412632,17.4260041713714,1.90611004829406,threshold=0.14,steps_=110,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.71924479472490,2.78523682314373,18.8620870113372,1.93615388870239,threshold=0.14,steps_=120,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.71700220298551,2.79399597967514,20.4601778984069,2.03111696243286,threshold=0.14,steps_=130,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.73343411746823,2.79405902545285,22.1792800426483,2.03315901756286,threshold=0.14,steps_=140,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.78847204378386,2.82148686123131,23.6913228034973,2.07712101936340,threshold=0.14,steps_=150,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.79224562986673,2.82223981282810,25.3464589118957,2.13313388824462,threshold=0.14,steps_=160,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.79591259516932,2.82029435396736,26.9475538730621,2.19812798500061,threshold=0.14,steps_=170,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.80536262396802,2.83069638883994,28.7586171627044,2.17116284370422,threshold=0.14,steps_=180,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.81040258037917,2.83463350043340,30.2517840862274,2.22908711433410,threshold=0.14,steps_=190,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.15222536667,2.81362433382213,2.83714090960683,31.8998138904571,2.38417816162109,threshold=0.14,steps_=200,depth_=3,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.42677135792577,2.43763579365025,9.86160993576049,1.77110004425048,threshold=0.14,steps_=50,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.45899564098983,2.47810396244753,11.7906801700592,1.84114694595336,threshold=0.14,steps_=60,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.52104516506474,2.55891363784675,13.7827961444854,1.88710689544677,threshold=0.14,steps_=70,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.62528242159986,2.68885254699663,15.6708581447601,1.91711306571960,threshold=0.14,steps_=80,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.65477943602850,2.73179991769885,17.5900139808654,1.93915700912475,threshold=0.14,steps_=90,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.67315144435804,2.74563263085638,19.7301380634307,2.04611897468566,threshold=0.14,steps_=100,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.69160141163157,2.75343705216738,22.0602960586547,2.02913308143615,threshold=0.14,steps_=110,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.70077654820007,2.79541708803597,23.5053980350494,2.08611989021301,threshold=0.14,steps_=120,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.73269270087963,2.81302274947372,25.6574380397796,2.10216403007507,threshold=0.14,steps_=130,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.76455501187616,2.83038210856246,27.6395938396453,2.16116809844970,threshold=0.14,steps_=140,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.78768024535607,2.85122423771811,29.5316538810729,2.17716503143310,threshold=0.14,steps_=150,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.78805381478363,2.85371551082772,31.5448200702667,2.23517179489135,threshold=0.14,steps_=160,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.79460987549532,2.85929152488317,33.5008900165557,2.28313183784484,threshold=0.14,steps_=170,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,1.58066206667,2.81918904314952,2.86622928478676,35.6280541419982,2.30613088607788,threshold=0.14,steps_=180,depth_=4,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
